Date,Category,Likes,Shares,Reposts,Comments
2018-08-09,Fashion,8054,153,162,4008
2018-08-10,Fitness,7135,6,115,7203
2018-08-10,Fitness,6968,828,147,6490
2018-08-10,Family,4914,614,22,9089
2018-08-10,Food,4637,612,122,6378
2018-08-10,Music,4623,419,158,1456
2018-08-10,Travel,6619,83,150,1667
2018-08-10,Music,1521,106,81,5603
2018-08-10,Food,3865,545,195,2042
2018-08-10,Travel,3175,444,137,5172
2018-08-10,Fitness,9800,460,7,5723
2018-08-10,Fitness,5396,926,133,1969
2018-08-10,Family,4458,5,53,8115
2018-08-10,Family,2679,851,170,7380
2018-08-10,Travel,8375,214,0,7292
2018-08-10,Music,2109,952,80,5791
2018-08-10,Fashion,5756,536,197,2633
2018-08-10,Health,4280,31,32,3536
2018-08-10,Fitness,709,239,133,635
2018-08-10,Food,2287,270,1,3225
2018-08-10,Music,4700,695,22,9591
2018-08-10,Health,6661,481,70,9531
2018-08-10,Music,3485,784,138,6254
2018-08-10,Health,5306,164,57,822
2018-08-10,Culture,154,305,147,6376
2018-08-10,Culture,6327,622,67,4507
2018-08-10,Food,5526,467,143,1343
2018-08-10,Fashion,3786,453,154,2079
2018-08-10,Culture,2826,523,56,8062
2018-08-11,Culture,4850,463,45,649
2018-08-11,Food,9974,661,180,2850
2018-08-11,Music,9653,688,107,8598
2018-08-11,Family,8177,158,38,3667
2018-08-11,Family,8185,835,83,4763
2018-08-11,Family,1673,375,94,7906
2018-08-11,Music,9386,969,102,3519
2018-08-11,Family,1609,9,133,5338
2018-08-11,Fashion,6570,342,47,4931
2018-08-11,Family,5329,878,192,120
2018-08-11,Fitness,5441,923,193,4628
2018-08-11,Fashion,6922,770,158,2723
2018-08-11,Fitness,7501,110,17,1513
2018-08-11,Health,2377,766,156,9636
2018-08-11,Fitness,150,576,25,1639
2018-08-11,Family,6472,493,105,6359
2018-08-11,Travel,7730,974,148,3642
2018-08-11,Travel,6112,824,111,6247
2018-08-11,Fashion,6427,709,39,675
2018-08-11,Fitness,4722,499,137,670
2018-08-11,Music,7618,852,158,2210
2018-08-11,Family,1047,575,70,448
2018-08-11,Culture,9931,96,126,6575
2018-08-11,Culture,3894,579,52,2422
2018-08-11,Music,7895,309,82,2940
2018-08-11,Music,5909,161,103,5136
2018-08-11,Fitness,4066,11,62,2167
2018-08-12,Food,9931,268,82,2244
2018-08-12,Travel,8053,442,59,4189
2018-08-12,Music,9355,449,49,5089
2018-08-12,Food,6157,361,135,4920
2018-08-12,Fitness,9146,487,136,633
2018-08-12,Music,5946,832,67,329
2018-08-12,Culture,3041,567,193,1436
2018-08-12,Fashion,7970,857,155,7450
2018-08-12,Fitness,6190,702,65,3151
2018-08-12,Culture,1422,680,28,9489
2018-08-12,Fashion,7457,137,108,2568
2018-08-12,Music,960,699,148,950
2018-08-12,Health,3062,100,85,1975
2018-08-12,Food,1957,832,187,4802
2018-08-12,Family,8197,393,97,4861
2018-08-12,Culture,9688,879,3,891
2018-08-12,Music,869,577,166,8739
2018-08-12,Fitness,3885,791,139,5111
2018-08-12,Health,5190,35,170,1834
2018-08-12,Fitness,8037,169,2,2360
2018-08-12,Fitness,3412,218,15,503
2018-08-12,Health,9545,752,18,2780
2018-08-12,Fashion,7243,156,41,1291
2018-08-12,Music,6245,808,171,4510
2018-08-12,Music,600,833,17,4359
2018-08-12,Travel,6866,222,171,8939
2018-08-12,Fashion,3513,17,34,6665
2018-08-13,Fashion,3263,564,15,3867
2018-08-13,Food,1217,524,104,523
2018-08-13,Travel,8538,406,81,8753
2018-08-13,Travel,9694,418,52,1629
2018-08-13,Fashion,2579,329,119,688
2018-08-13,Food,2940,377,161,7528
2018-08-13,Family,332,957,175,2095
2018-08-13,Health,4167,713,117,9516
2018-08-13,Travel,1949,288,182,2266
2018-08-13,Fitness,6649,784,127,8518
2018-08-13,Travel,3663,748,66,2566
2018-08-13,Fashion,3197,801,55,3500
2018-08-13,Culture,801,735,171,4867
2018-08-13,Culture,7390,510,14,6332
2018-08-13,Food,3677,334,108,4685
2018-08-13,Fashion,7465,40,189,9215
2018-08-13,Fashion,1329,992,7,2605
2018-08-13,Culture,7182,314,164,3096
2018-08-13,Fitness,2521,339,39,3060
2018-08-13,Family,2073,485,59,7626
2018-08-13,Health,8082,529,141,3348
2018-08-13,Fitness,9346,773,159,5049
2018-08-13,Music,3648,160,150,2343
2018-08-13,Culture,3302,366,145,3397
2018-08-13,Travel,5636,829,111,9910
2018-08-13,Culture,4918,432,193,6305
2018-08-13,Travel,9876,280,166,4319
2018-08-13,Fitness,9763,715,79,6363
2018-08-14,Family,6276,640,130,2850
2018-08-14,Travel,4215,895,77,1116
2018-08-14,Culture,4863,891,19,2788
2018-08-14,Fashion,3803,144,132,5084
2018-08-14,Fitness,3008,357,52,9160
2018-08-14,Fashion,4330,402,40,2219
2018-08-14,Fitness,8969,236,139,2123
2018-08-14,Health,4694,95,28,7453
2018-08-14,Culture,9776,318,132,6067
2018-08-14,Fashion,3089,647,174,2136
2018-08-14,Travel,5657,359,44,6789
2018-08-14,Fitness,9094,716,28,8557
2018-08-14,Health,4673,751,85,7204
2018-08-14,Health,38,299,55,4596
2018-08-14,Travel,8058,85,63,1310
2018-08-14,Fashion,3502,134,114,17
2018-08-14,Fitness,3940,647,137,6963
2018-08-14,Fitness,4877,954,114,7927
2018-08-14,Family,7685,775,48,4121
2018-08-14,Fashion,1933,905,13,6529
2018-08-14,Fashion,7596,574,193,5243
2018-08-14,Family,4020,349,62,6258
2018-08-14,Music,4617,960,79,9686
2018-08-14,Travel,7597,760,42,5841
2018-08-14,Health,7974,92,138,7040
2018-08-14,Family,8411,990,145,1827
2018-08-14,Fitness,2371,45,163,4545
2018-08-15,Family,7185,964,12,8545
2018-08-15,Health,5305,930,30,6204
2018-08-15,Fitness,3332,142,69,1653
2018-08-15,Food,3653,568,134,9468
2018-08-15,Music,2308,853,58,9177
2018-08-15,Travel,9339,216,174,1080
2018-08-15,Health,5461,535,11,6435
2018-08-15,Fitness,2429,725,127,7666
2018-08-15,Fitness,1729,265,73,9546
2018-08-15,Family,895,619,195,4708
2018-08-15,Health,1611,566,38,4385
2018-08-15,Food,3841,545,112,1309
2018-08-15,Fitness,2621,116,146,4032
2018-08-15,Family,545,549,13,6641
2018-08-15,Health,9651,779,133,7310
2018-08-15,Family,1190,815,78,5542
2018-08-15,Culture,3933,62,67,6531
2018-08-15,Health,2409,949,135,8594
2018-08-15,Food,3108,954,146,5798
2018-08-15,Fitness,9775,106,156,8972
2018-08-15,Fashion,5474,271,150,8780
2018-08-15,Family,6073,626,17,2133
2018-08-15,Health,8339,431,69,1803
2018-08-15,Music,5059,420,22,5058
2018-08-15,Fitness,8162,510,156,3205
2018-08-15,Travel,5144,509,185,9753
2018-08-15,Fitness,4292,611,141,5718
2018-08-15,Family,6385,251,180,4589
2018-08-16,Family,42,983,81,9230
2018-08-16,Music,2573,767,140,1760
2018-08-16,Family,254,511,157,6505
2018-08-16,Culture,827,953,93,7078
2018-08-16,Music,5061,408,41,6377
2018-08-16,Fitness,6665,330,14,8099
2018-08-16,Travel,1358,905,112,1806
2018-08-16,Fitness,4860,785,117,6386
2018-08-16,Health,827,396,91,8916
2018-08-16,Travel,3515,579,50,2439
2018-08-16,Health,2515,611,49,2764
2018-08-16,Fitness,7599,524,145,5123
2018-08-16,Fashion,2370,553,197,161
2018-08-16,Food,71,720,126,73
2018-08-16,Family,640,902,21,9211
2018-08-16,Culture,7797,155,23,1396
2018-08-16,Culture,1550,221,48,9804
2018-08-16,Travel,6308,250,11,7781
2018-08-16,Family,4306,282,24,6095
2018-08-16,Health,1890,741,59,3494
2018-08-16,Family,6932,913,108,8682
2018-08-16,Family,1967,542,132,1929
2018-08-16,Fashion,5859,750,56,1334
2018-08-16,Fitness,2320,68,144,9685
2018-08-16,Travel,8466,529,49,9270
2018-08-16,Health,2196,614,173,3025
2018-08-16,Culture,8852,291,25,1352
2018-08-17,Fitness,1018,366,15,6712
2018-08-17,Fashion,1207,430,195,5228
2018-08-17,Fitness,1808,296,128,9130
2018-08-17,Fashion,9026,4,75,9558
2018-08-17,Health,5638,759,21,8312
2018-08-17,Fitness,7893,947,13,8335
2018-08-17,Health,8938,30,123,4087
2018-08-17,Health,8841,382,47,4413
2018-08-17,Travel,1331,133,150,2970
2018-08-17,Music,5226,452,79,9979
2018-08-17,Fashion,9672,938,94,5090
2018-08-17,Culture,5068,594,150,8019
2018-08-17,Food,214,651,110,214
2018-08-17,Family,4740,233,67,6050
2018-08-17,Food,4203,522,124,8192
2018-08-17,Fitness,4493,378,106,1293
2018-08-17,Health,8526,520,96,2707
2018-08-17,Health,8256,481,150,1122
2018-08-17,Fitness,1107,853,169,6231
2018-08-17,Health,101,74,196,7581
2018-08-17,Family,6387,282,134,309
2018-08-17,Culture,2770,981,118,3245
2018-08-17,Health,5346,165,170,3181
2018-08-17,Music,3343,68,117,1451
2018-08-17,Travel,7478,949,43,969
2018-08-17,Fashion,2195,169,152,897
2018-08-17,Music,4378,84,100,8479
2018-08-18,Culture,990,595,96,4506
2018-08-18,Fitness,5345,223,52,5832
2018-08-18,Culture,6330,916,189,9495
2018-08-18,Health,4394,912,53,4573
2018-08-18,Fashion,9366,331,6,4861
2018-08-18,Fitness,2159,973,48,377
2018-08-18,Culture,135,81,148,3615
2018-08-18,Fashion,3262,466,183,1374
2018-08-18,Family,2435,618,74,4573
2018-08-18,Travel,5381,541,140,4899
2018-08-18,Fitness,9410,87,193,3846
2018-08-18,Travel,3200,262,70,3933
2018-08-18,Fashion,984,336,170,1070
2018-08-18,Health,6319,453,194,8074
2018-08-18,Food,1766,896,100,3698
2018-08-18,Fashion,2073,685,150,8246
2018-08-18,Health,4837,935,163,8083
2018-08-18,Family,684,833,41,8199
2018-08-18,Culture,7772,855,6,6270
2018-08-18,Culture,6342,861,99,3051
2018-08-18,Travel,7564,463,84,3802
2018-08-18,Culture,9506,572,31,2431
2018-08-18,Travel,2301,612,43,8267
2018-08-18,Fitness,702,41,19,2650
2018-08-18,Family,8721,44,177,1990
2018-08-18,Fashion,7807,43,149,399
2018-08-18,Culture,9118,534,116,2769
2018-08-18,Travel,2365,852,63,5749
2018-08-19,Food,6045,863,182,6222
2018-08-19,Culture,2096,595,178,6664
2018-08-19,Fashion,9201,111,180,6539
2018-08-19,Food,9661,536,163,3760
2018-08-19,Fashion,8480,827,69,5383
2018-08-19,Music,4109,434,189,9240
2018-08-19,Music,9009,632,140,695
2018-08-19,Travel,7797,668,182,6353
2018-08-19,Family,3171,714,191,554
2018-08-19,Fashion,6500,415,62,9875
2018-08-19,Music,3563,766,84,3677
2018-08-19,Culture,9333,842,198,6281
2018-08-19,Culture,4369,147,19,6621
2018-08-19,Music,9435,280,48,2909
2018-08-19,Health,8804,108,31,4562
2018-08-19,Fashion,9463,681,112,9068
2018-08-19,Fashion,4402,655,103,1080
2018-08-19,Travel,6809,354,158,5788
2018-08-19,Health,5156,186,142,4734
2018-08-19,Culture,70,489,150,5100
2018-08-19,Health,826,285,82,3278
2018-08-19,Fashion,2592,736,82,5652
2018-08-19,Health,5382,870,99,7841
2018-08-19,Family,5143,985,40,8970
2018-08-19,Fitness,1407,978,15,243
2018-08-19,Culture,6885,424,35,5730
2018-08-19,Culture,3456,553,20,5924
2018-08-20,Music,5958,586,176,8238
2018-08-20,Music,1316,128,14,2046
2018-08-20,Fashion,5555,503,75,6061
2018-08-20,Food,2885,345,184,5806
2018-08-20,Food,3376,728,82,3014
2018-08-20,Food,2116,29,2,7448
2018-08-20,Travel,6613,273,75,9796
2018-08-20,Travel,226,689,121,9132
2018-08-20,Culture,1570,613,184,8407
2018-08-20,Fitness,4610,365,5,8365
2018-08-20,Family,1584,936,193,1285
2018-08-20,Fashion,8280,461,118,4521
2018-08-20,Food,6221,249,72,6089
2018-08-20,Family,3818,732,172,5211
2018-08-20,Culture,9724,377,125,5080
2018-08-20,Travel,8116,888,176,1426
2018-08-20,Fitness,8993,162,64,5716
2018-08-20,Music,1342,9,54,1916
2018-08-20,Music,8285,450,33,3536
2018-08-20,Health,1416,557,139,1899
2018-08-20,Culture,5978,278,76,4833
2018-08-20,Music,1316,221,116,1904
2018-08-20,Health,1390,797,72,9634
2018-08-20,Fashion,7590,418,154,3173
2018-08-20,Fitness,4071,999,118,9236
2018-08-20,Fitness,4573,844,142,3758
2018-08-20,Family,7719,74,196,7613
2018-08-20,Fashion,7797,992,83,9020
2018-08-21,Family,5482,812,27,4220
2018-08-21,Culture,937,492,111,4414
2018-08-21,Food,1655,493,171,2564
2018-08-21,Fashion,7870,868,63,9556
2018-08-21,Health,5833,339,172,8303
2018-08-21,Music,5662,808,16,3173
2018-08-21,Health,4227,912,136,396
2018-08-21,Music,228,297,159,7355
2018-08-21,Family,2638,302,148,8163
2018-08-21,Fitness,9567,375,44,5953
2018-08-21,Fitness,5600,65,82,8512
2018-08-21,Culture,2953,544,24,4696
2018-08-21,Health,3591,403,135,3976
2018-08-21,Music,23,746,147,4991
2018-08-21,Travel,3957,779,38,976
2018-08-21,Family,3670,370,113,6374
2018-08-21,Health,2692,681,162,1325
2018-08-21,Fashion,8005,466,118,1131
2018-08-21,Food,2686,560,174,3471
2018-08-21,Food,5608,844,146,8347
2018-08-21,Fitness,1317,419,53,2694
2018-08-21,Music,8865,741,65,5987
2018-08-21,Fashion,8623,293,35,1849
2018-08-21,Fashion,9860,604,22,7602
2018-08-21,Culture,4727,689,101,7792
2018-08-21,Food,78,307,144,1515
2018-08-21,Culture,3456,486,96,9285
2018-08-22,Travel,8575,454,140,2330
2018-08-22,Family,7429,195,0,3051
2018-08-22,Culture,8810,866,47,4149
2018-08-22,Fitness,5691,358,96,374
2018-08-22,Fashion,6750,256,123,8331
2018-08-22,Fitness,2913,104,138,6190
2018-08-22,Health,6512,267,132,7761
2018-08-22,Family,1716,236,184,3401
2018-08-22,Fitness,6994,413,106,3950
2018-08-22,Travel,1208,523,94,2817
2018-08-22,Family,919,185,198,5431
2018-08-22,Health,8381,268,154,2877
2018-08-22,Fashion,1219,854,57,1496
2018-08-22,Music,1181,668,41,5115
2018-08-22,Travel,7850,115,46,60
2018-08-22,Culture,1733,474,89,8221
2018-08-22,Fashion,3605,746,13,3098
2018-08-22,Travel,4688,11,159,4492
2018-08-22,Family,561,549,170,976
2018-08-22,Health,460,250,133,2047
2018-08-22,Family,771,746,67,4686
2018-08-22,Health,6326,894,144,6189
2018-08-22,Music,1299,262,40,9001
2018-08-22,Fashion,3169,563,4,6235
2018-08-22,Health,6476,552,140,9614
2018-08-22,Health,1641,225,108,4907
2018-08-22,Fashion,1753,954,100,5749
2018-08-23,Food,5332,617,79,7512
2018-08-23,Health,8878,223,166,2257
2018-08-23,Music,7709,524,131,9963
2018-08-23,Music,4573,799,125,9992
2018-08-23,Health,2393,879,5,7689
2018-08-23,Fashion,7215,864,178,566
2018-08-23,Fitness,1990,664,13,9178
2018-08-23,Fitness,7934,561,16,9276
2018-08-23,Food,7333,450,54,6865
2018-08-23,Family,1279,338,134,5085
2018-08-23,Food,5665,672,68,2555
2018-08-23,Travel,5215,961,136,9475
2018-08-23,Fitness,2113,714,104,2788
2018-08-23,Health,7839,568,27,9454
2018-08-23,Health,8982,307,153,7351
2018-08-23,Food,1436,386,21,4651
2018-08-23,Fashion,793,375,185,6067
2018-08-23,Fitness,4801,493,155,1482
2018-08-23,Travel,2181,943,84,5529
2018-08-23,Culture,2218,189,186,6543
2018-08-23,Music,6593,912,65,612
2018-08-23,Music,1533,294,41,6806
2018-08-23,Music,9196,531,30,6617
2018-08-23,Music,9494,473,170,1906
2018-08-23,Music,646,30,108,7374
2018-08-23,Family,5083,321,101,3220
2018-08-23,Health,6446,684,174,219
2018-08-23,Health,7708,899,117,2652
2018-08-24,Food,456,106,1,3408
2018-08-24,Health,2369,67,186,1027
2018-08-24,Fashion,2249,115,84,8267
2018-08-24,Travel,3068,987,128,2656
2018-08-24,Food,3308,38,75,4138
2018-08-24,Travel,5556,544,135,151
2018-08-24,Travel,9782,836,35,656
2018-08-24,Health,5435,94,24,8355
2018-08-24,Travel,9483,130,4,556
2018-08-24,Travel,1461,7,166,7163
2018-08-24,Music,2707,570,45,1964
2018-08-24,Travel,5667,930,126,7314
2018-08-24,Fashion,2805,50,42,9146
2018-08-24,Travel,4057,584,140,4796
2018-08-24,Fitness,180,64,174,7497
2018-08-24,Health,8111,281,119,6795
2018-08-24,Travel,5098,602,103,2285
2018-08-24,Culture,7025,85,113,9350
2018-08-24,Fitness,6767,629,12,669
2018-08-24,Food,8948,487,18,4253
2018-08-24,Family,3467,263,52,4815
2018-08-24,Music,9013,201,135,4553
2018-08-24,Music,3824,954,146,2220
2018-08-24,Culture,3182,444,197,9285
2018-08-24,Travel,294,234,174,8255
2018-08-24,Fitness,8734,246,53,7438
2018-08-24,Family,625,601,141,4013
2018-08-25,Music,8471,138,194,2243
2018-08-25,Family,2501,256,77,6232
2018-08-25,Food,9927,284,159,5833
2018-08-25,Music,7232,347,38,5329
2018-08-25,Food,9836,15,46,2813
2018-08-25,Food,704,685,139,8924
2018-08-25,Culture,8261,745,18,7378
2018-08-25,Food,8112,382,142,9514
2018-08-25,Food,8629,678,9,278
2018-08-25,Fitness,4083,955,106,8441
2018-08-25,Music,6367,731,32,301
2018-08-25,Music,1848,948,58,6231
2018-08-25,Family,9952,570,184,1213
2018-08-25,Fashion,4376,761,7,810
2018-08-25,Fitness,2738,844,68,59
2018-08-25,Family,8505,469,105,6430
2018-08-25,Family,5879,490,65,8074
2018-08-25,Fashion,1111,726,175,3206
2018-08-25,Culture,1357,389,66,2194
2018-08-25,Food,3349,580,7,8135
2018-08-25,Travel,1216,373,93,6686
2018-08-25,Family,5589,569,163,8771
2018-08-25,Food,7849,112,0,9367
2018-08-25,Health,3342,421,94,5982
2018-08-25,Family,7401,348,81,7507
2018-08-25,Fitness,8567,833,157,1313
2018-08-25,Health,3979,271,43,6273
2018-08-25,Fashion,4870,570,53,1977
2018-08-26,Travel,988,413,96,7623
2018-08-26,Travel,3139,518,114,6613
2018-08-26,Fitness,2392,818,54,8765
2018-08-26,Food,1400,493,6,6056
2018-08-26,Travel,1564,74,113,9206
2018-08-26,Fitness,7940,898,6,330
2018-08-26,Travel,2760,905,139,1912
2018-08-26,Health,6613,586,177,1655
2018-08-26,Culture,4451,923,119,2933
2018-08-26,Travel,8325,655,107,4528
2018-08-26,Culture,9695,836,139,638
2018-08-26,Family,7535,732,164,7357
2018-08-26,Music,2531,313,195,9964
2018-08-26,Health,8929,938,181,5926
2018-08-26,Family,1995,208,25,1923
2018-08-26,Music,1191,343,123,151
2018-08-26,Travel,1327,122,186,5075
2018-08-26,Travel,1428,914,77,4386
2018-08-26,Health,8032,530,87,8601
2018-08-26,Family,6494,309,191,4558
2018-08-26,Food,8917,296,136,1972
2018-08-26,Culture,2069,198,12,9893
2018-08-26,Food,9729,678,116,6672
2018-08-26,Fashion,612,370,145,8855
2018-08-26,Music,3970,545,132,1857
2018-08-26,Music,4788,939,63,3899
2018-08-26,Music,8916,5,37,4522
2018-08-27,Food,9541,885,166,2194
2018-08-27,Fitness,4685,923,85,6524
2018-08-27,Fitness,9285,473,118,6937
2018-08-27,Music,4985,375,53,4189
2018-08-27,Food,8130,735,116,6574
2018-08-27,Music,8251,628,83,1566
2018-08-27,Food,2847,95,167,7056
2018-08-27,Culture,7865,532,173,5467
2018-08-27,Culture,6531,646,145,3543
2018-08-27,Fitness,983,386,1,7902
2018-08-27,Fitness,1073,599,146,4919
2018-08-27,Travel,2816,8,153,7834
2018-08-27,Travel,7550,809,98,5588
2018-08-27,Food,701,284,85,7797
2018-08-27,Culture,1613,484,172,9175
2018-08-27,Travel,3059,294,167,1185
2018-08-27,Travel,7803,736,149,7396
2018-08-27,Music,4065,675,78,9870
2018-08-27,Family,8663,464,111,1507
2018-08-27,Music,9924,714,175,1245
2018-08-27,Culture,8609,443,50,3259
2018-08-27,Music,5405,780,101,2302
2018-08-27,Health,6063,23,176,5043
2018-08-27,Fitness,9016,818,46,7856
2018-08-27,Culture,2366,439,65,202
2018-08-27,Health,2477,725,57,4830
2018-08-27,Health,1222,956,0,8735
2018-08-28,Culture,7444,853,148,7294
2018-08-28,Health,6650,147,30,9359
2018-08-28,Fashion,9730,272,145,2149
2018-08-28,Travel,6256,283,73,1717
2018-08-28,Fashion,2116,997,49,581
2018-08-28,Health,2815,93,199,2246
2018-08-28,Music,4547,341,87,1573
2018-08-28,Food,8995,149,37,3004
2018-08-28,Music,740,464,196,5957
2018-08-28,Fashion,9084,991,71,7929
2018-08-28,Food,8674,98,176,1351
2018-08-28,Music,5137,364,192,4859
2018-08-28,Culture,574,88,172,6320
2018-08-28,Travel,7822,678,105,3072
2018-08-28,Fitness,438,618,140,5344
2018-08-28,Fashion,9153,514,75,1272
2018-08-28,Music,3811,778,63,9434
2018-08-28,Food,7236,392,95,6167
2018-08-28,Food,8348,657,40,5813
2018-08-28,Culture,831,130,34,2216
2018-08-28,Culture,4502,925,19,4350
2018-08-28,Family,2639,357,6,5566
2018-08-28,Fitness,228,500,150,2334
2018-08-28,Fashion,2004,796,114,2228
2018-08-28,Music,8019,43,13,6342
2018-08-28,Fitness,2698,169,156,112
2018-08-28,Fitness,6559,67,72,6277
2018-08-28,Family,1843,675,22,891
2018-08-29,Culture,1545,96,196,4977
2018-08-29,Family,2148,842,48,6227
2018-08-29,Culture,7864,560,87,1264
2018-08-29,Travel,1096,234,48,1825
2018-08-29,Food,7277,836,138,9734
2018-08-29,Health,4263,568,105,2424
2018-08-29,Travel,9492,682,121,5058
2018-08-29,Food,8732,8,178,9442
2018-08-29,Fitness,9667,990,129,8322
2018-08-29,Family,931,759,5,3616
2018-08-29,Health,3596,404,134,4759
2018-08-29,Music,5348,907,49,3662
2018-08-29,Family,8492,368,10,1829
2018-08-29,Food,6137,972,46,4435
2018-08-29,Culture,7976,181,98,109
2018-08-29,Food,7465,988,182,8862
2018-08-29,Music,7696,199,33,2501
2018-08-29,Food,48,908,141,137
2018-08-29,Music,4586,217,23,5986
2018-08-29,Travel,2977,808,79,414
2018-08-29,Music,2204,156,139,6604
2018-08-29,Culture,9069,239,60,6843
2018-08-29,Travel,683,200,112,7800
2018-08-29,Fashion,8114,528,103,8677
2018-08-29,Fitness,8754,46,28,6932
2018-08-29,Music,3500,959,149,8316
2018-08-29,Food,1769,599,74,9332
2018-08-30,Culture,3724,328,140,4209
2018-08-30,Culture,1141,659,78,7984
2018-08-30,Fitness,4410,151,125,2019
2018-08-30,Health,2439,174,125,4701
2018-08-30,Fashion,8563,116,103,6499
2018-08-30,Food,3890,579,195,4832
2018-08-30,Family,7583,551,35,7945
2018-08-30,Fashion,1159,116,76,1420
2018-08-30,Health,5696,934,33,826
2018-08-30,Travel,961,375,106,7186
2018-08-30,Culture,6267,147,185,7016
2018-08-30,Fitness,8685,554,47,1404
2018-08-30,Fashion,6262,197,101,8632
2018-08-30,Family,5128,209,17,9640
2018-08-30,Culture,4058,944,110,1234
2018-08-30,Family,6010,961,108,2321
2018-08-30,Food,393,491,32,7276
2018-08-30,Health,2722,31,198,7978
2018-08-30,Music,2445,174,62,6544
2018-08-30,Music,3209,697,119,4626
2018-08-30,Fitness,8277,504,130,6616
2018-08-30,Family,6545,725,103,8902
2018-08-30,Health,7651,927,190,6287
2018-08-30,Travel,1765,216,176,7983
2018-08-30,Family,5071,222,159,390
2018-08-30,Health,6012,801,27,2351
2018-08-30,Health,1484,599,83,8707
2018-08-31,Travel,2093,103,178,1830
2018-08-31,Travel,9469,446,166,701
2018-08-31,Fitness,6274,407,20,202
2018-08-31,Family,9969,290,71,723
2018-08-31,Health,8272,298,55,6586
2018-08-31,Culture,8578,444,38,5250
2018-08-31,Fitness,8728,844,6,7033
2018-08-31,Music,6751,376,45,2691
2018-08-31,Health,7584,637,50,2251
2018-08-31,Fashion,5024,38,85,4856
2018-08-31,Travel,6000,295,71,4172
2018-08-31,Food,5755,879,50,9890
2018-08-31,Family,5113,172,177,3871
2018-08-31,Fitness,6513,229,186,3757
2018-08-31,Food,3161,20,149,2458
2018-08-31,Travel,5012,986,56,5184
2018-08-31,Family,7795,969,184,2900
2018-08-31,Health,9618,93,169,25
2018-08-31,Health,1064,200,147,2580
2018-08-31,Culture,4851,721,82,1014
2018-08-31,Fashion,7410,78,56,951
2018-08-31,Culture,8490,233,12,9936
2018-08-31,Music,8905,449,101,8150
2018-08-31,Travel,2012,993,80,784
2018-08-31,Culture,2356,842,195,7870
2018-08-31,Fashion,3945,934,61,2989
2018-08-31,Travel,5166,265,194,1418
2018-08-31,Food,8288,282,33,214
2018-09-01,Food,1200,393,26,4346
2018-09-01,Food,4717,816,160,7090
2018-09-01,Music,6171,147,97,7380
2018-09-01,Food,2580,435,38,9673
2018-09-01,Culture,8343,278,139,706
2018-09-01,Food,2635,735,14,8045
2018-09-01,Food,9196,33,157,5645
2018-09-01,Family,4241,667,21,6214
2018-09-01,Travel,7876,679,150,5672
2018-09-01,Fashion,1869,723,149,6071
2018-09-01,Family,4486,929,28,2475
2018-09-01,Music,9120,695,103,9121
2018-09-01,Family,8333,112,22,6896
2018-09-01,Fitness,4844,218,49,2828
2018-09-01,Family,3713,517,32,5617
2018-09-01,Fashion,4288,67,134,7385
2018-09-01,Music,7110,212,73,3929
2018-09-01,Family,6007,712,159,2479
2018-09-01,Fashion,9211,807,178,6871
2018-09-01,Fashion,2508,696,120,4745
2018-09-01,Food,8711,688,48,4667
2018-09-01,Family,1634,395,137,734
2018-09-01,Food,2263,290,69,5142
2018-09-01,Music,3481,986,190,7994
2018-09-01,Family,248,371,76,7712
2018-09-01,Family,6201,793,25,2159
2018-09-01,Family,3297,96,23,5512
2018-09-02,Music,3472,76,19,3235
2018-09-02,Culture,1681,571,46,2701
2018-09-02,Fitness,2028,254,95,5870
2018-09-02,Culture,1533,247,31,2870
2018-09-02,Travel,4123,490,31,5060
2018-09-02,Health,7648,750,95,7296
2018-09-02,Food,7824,668,16,3597
2018-09-02,Food,5132,30,161,8926
2018-09-02,Family,1703,491,22,2671
2018-09-02,Family,9483,461,23,8923
2018-09-02,Food,1582,890,104,7584
2018-09-02,Culture,1426,456,62,9649
2018-09-02,Food,1007,819,60,6277
2018-09-02,Food,4032,614,77,3118
2018-09-02,Fashion,4346,409,7,4930
2018-09-02,Travel,7779,700,190,8580
2018-09-02,Health,3464,628,118,1533
2018-09-02,Food,2012,344,112,2774
2018-09-02,Fashion,8393,581,106,3154
2018-09-02,Family,4059,250,33,2173
2018-09-02,Family,2439,50,168,1307
2018-09-02,Food,4135,166,147,3203
2018-09-02,Culture,7156,468,85,5944
2018-09-02,Travel,789,50,134,6651
2018-09-02,Culture,2993,50,199,2017
2018-09-02,Fitness,2090,341,188,3068
2018-09-02,Music,4763,266,124,1159
2018-09-02,Culture,904,543,152,1285
2018-09-03,Culture,6570,90,25,916
2018-09-03,Fitness,9769,839,93,8010
2018-09-03,Fashion,4595,292,53,1965
2018-09-03,Culture,5231,150,13,4261
2018-09-03,Family,7831,807,172,626
2018-09-03,Family,4511,589,196,1229
2018-09-03,Health,9608,773,23,3006
2018-09-03,Family,2733,233,42,1386
2018-09-03,Culture,3757,361,194,2052
2018-09-03,Travel,5936,359,197,3227
2018-09-03,Health,9739,33,123,4269
2018-09-03,Fashion,3135,267,140,3826
2018-09-03,Fashion,9180,348,42,8028
2018-09-03,Food,3805,516,144,5215
2018-09-03,Food,5593,844,188,6138
2018-09-03,Fitness,2636,181,0,8443
2018-09-03,Travel,7140,526,181,3846
2018-09-03,Fitness,2702,914,22,5902
2018-09-03,Fitness,2917,780,59,5571
2018-09-03,Travel,6179,185,167,4286
